,V2_X10_Y20,V1_X10_Y20,NIFTY50_Benchmark
2022-10-25,33.59440627332118,29.039176472550075,29.26175563136857
2022-10-26,33.59440627332118,29.039176472550075,29.26175563136857
2022-10-27,33.61665171320156,29.385531995388515,29.64231228703227
2022-10-28,33.32494925759328,28.952282975548837,29.355347042136913
2022-10-31,33.25071162256381,28.647058102786293,29.37678676996043
2022-11-01,33.58160135913213,28.7925015671161,29.715615093868088
2022-11-02,33.401234541376645,28.663149349106696,29.511405894514663
2022-11-03,33.2169580779434,28.586753493525862,29.378027449232658
2022-11-04,33.64955464544268,28.86737086627502,29.70409645019787
2022-11-07,33.23874301511085,28.2721767264944,29.41621134881145
2022-11-08,33.37036844216785,28.285246538081843,29.305000525156455
2022-11-09,33.31812781830041,28.234064872644172,29.15740773180491
2022-11-10,32.848914281852174,27.865954867412746,28.742872620103444
2022-11-11,32.84409163349811,27.73185782320793,28.897274804817386
2022-11-14,33.17546759460559,28.01235389970873,29.28264864369425
2022-11-15,34.01307928366872,28.820980552100718,30.007969649331322
2022-11-16,34.115231221377826,28.757808438885135,29.98068712815545
2022-11-17,33.586166101020765,28.4680640640377,29.504761477671426
2022-11-18,33.35476256070009,27.89076316336132,28.967661647442846
2022-11-21,33.64200947142597,28.557283234814236,29.413841085315173
2022-11-22,34.733152758781486,29.62502018229469,30.256240017048206
2022-11-23,34.31741412160003,29.12981852961629,29.989804089716564
2022-11-24,34.77297166472147,29.459366307626777,30.443308550145588
2022-11-25,34.15316449863286,28.486314704567906,29.84158978548357
2022-11-28,34.61600934839018,29.117855185846974,30.25383656538352
2022-11-29,35.4808737091175,29.682951041090845,30.738297302693685
2022-11-30,35.817676917267846,30.232846898720766,31.30923518770723
2022-12-01,36.155298358862666,30.325497645279007,31.4283431543676
2022-12-02,36.4914822770193,30.77453806802888,31.678752564393122
2022-12-05,37.514214487069864,32.30090714160361,32.608426847027516
2022-12-06,36.7983760264281,31.473929126450816,32.01481967673254
2022-12-07,36.43602058867468,31.357226622869085,31.81594344016425
2022-12-08,36.99025385172179,31.962804851907546,32.20202766031641
2022-12-09,37.25384868461934,32.796922285416684,32.635518783096494
2022-12-12,37.14507870176826,32.58642478709473,32.49236256910113
2022-12-13,37.40643937273518,32.70783818264555,32.709233467943186
2022-12-14,38.469084169973236,33.74311483365913,33.50363185146723
2022-12-15,38.350615395181784,34.66771988412918,33.94828701397541
2022-12-16,38.592869504196784,36.6823158083462,34.66865253972939
2022-12-19,38.540081090427016,36.747557871932756,35.06798354783134
2022-12-20,38.73288960890409,36.91727857547371,35.0695257014354
2022-12-21,37.20123079698527,34.64376248314529,33.67643790181953
2022-12-22,38.06501082234046,36.33095238712993,34.45048754573128
2022-12-23,36.37308452476638,33.624707499026755,32.457096582693
2022-12-26,36.77489659570341,33.75456655159288,32.808150310173836
2022-12-27,36.99432290277098,33.37578942587711,32.84206212434535
2022-12-28,37.42903201693082,34.5410817741189,33.48239451000974
2022-12-29,37.57390431603578,34.56868953231533,33.57463267376551
2022-12-30,37.508598603209094,35.235900775523696,33.88644755046859
2023-01-02,37.91355721222362,35.93136632521636,34.35664556684501
